subjectCode,courseNumber,courseTitle,creditNarrative,prereqNarrative
LIT,80O,"Love, Anarchy, Revolution",5.0,
LIT,80Q,Jane the Virgin: Latinx Readers and (Latin) American Literature,5.0,
LIT,80T,Literature and Magic,5.0,
LIT,80U,Introduction to Contemplative Reading,5.0,
LIT,80V,Literature and History,5.0,
LIT,80W,Captive Minds: The Literature of Pre-modern Slavery,5.0,
LIT,80X,Global Narratives,5.0,
LIT,80Y,Harry Potter,5.0,
LIT,80Z,Introduction to Shakespeare,5.0,
LIT,81A,Homer's Odyssey,5.0,
LIT,81B,Literature and Photography,5.0,
LIT,81C,The Novels of Toni Morrison,5.0,
LIT,81D,The Prophet and the Qur’an,5.0,
LIT,81E,Social Media and Society,5.0,
LIT,81F,"Ghosts of Slavery, 1960-80s/2000-20s",5.0,
LIT,81G,The Good Life,5.0,
LIT,81H,Literature and Pandemic: The World at the End of the World,5.0,
LIT,81I,Engineering California,5.0,
LIT,81J,The 1001 Nights,5.0,
LIT,87,Introduction to Literary Topics,2.0,
LIT,90,Introduction to Creative Writing,5.0,"Prerequisite: satisfaction of the Entry Level Writing requirement. Enrollment is restricted to first-year students, sophomores, and juniors."
LIT,90X,Introduccion a la Escritura Creativa/Introduction to Creative Writing,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing requirement. Enrollment is restricted to first-year, sophomore, and junior students."
LIT,91A,Intermediate Fiction/Prose Writing,5.0,
LIT,91B,Intermediate Poetry Writing,5.0,
LIT,99A,Tutorial,5.0,
LIT,99B,Tutorial,5.0,
LIT,99C,Tutorial,5.0,
LIT,99F,Tutorial,2.0,
LIT,101,Theory and Interpretation,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to literature and proposed literature majors and literature minors.
LIT,102,Translation Theory,5.0,"Prerequisite(s): one year of college-level, non-English language study or the equivalent reading ability in a non-English language."
LIT,110A,"The Traditional British Canon, Part I",5.0,
LIT,110B,"The Traditional British Canon, Part II",5.0,
LIT,110C,The Traditional U.S. Canon: Beginnings to 1900,5.0,
LIT,110D,"The Traditional U.S. Canon, 1900 to the Present",5.0,
LIT,111B,Geoffrey Chaucer,5.0,
LIT,111D,William Shakespeare,5.0,
LIT,111E,Edmund Spenser,5.0,
LIT,112A,Jane Austen,5.0,
LIT,112C,Charles Dickens,5.0,
LIT,112E,Bob Dylan as Poet: From Folk Hero to Electric Messiah,5.0,
LIT,112G,William Faulkner,5.0,
LIT,112I,Kafka in Translation,5.0,
LIT,112K,Herman Melville,5.0,
LIT,112M,Twain,5.0,
LIT,112P,Gwendolyn Brooks,5.0,
LIT,114A,Orlando Furioso,5.0,
LIT,114B,Don Quixote de la Mancha,5.0,
LIT,114C,Dante's Divine Comedy,5.0,
LIT,114D,Goethe's Faust,5.0,
LIT,114E,One Way Ticket to Hell … and Back: Exploring Dante’s Inferno,5.0,
LIT,114F,Finding Dante: A Reader’s Guide to Getting Out of Hell,5.0,
LIT,116B,Encountering Antiquity,5.0,
LIT,116C,Ancient Myth/Modern Poetics,5.0,
LIT,116F,"Knights, Ladies, and Werewolves: Medieval French Literature in Translation",5.0,
LIT,116G,Victorian Monsters,5.0,
LIT,116I,Philosophy in India,5.0,
LIT,117A,Old Iranian Literature,5.0,
LIT,118A,Hebrew Bible,5.0,
LIT,120A,Topics in Poetry,5.0,
LIT,120B,Poetry of the 17th Century,5.0,
LIT,120C,Victorian Poetry,5.0,
LIT,120D,Nineteenth-Century American Poetry,5.0,
LIT,120E,Early- to Mid-20th-Century American Poetry,5.0,
LIT,120F,Topics in Modern Poetry,5.0,
LIT,120H,American Poetry Since World War II,5.0,
LIT,120J,Contemporary American Poetry,5.0,
LIT,121A,The Heroic Epic,5.0,
LIT,121D,Medieval Epic,5.0,
LIT,121G,The Idea of Poetry,5.0,
LIT,121H,Classical Poetics in Elizabethan Verse,5.0,
LIT,121J,Medieval Romance,5.0,
LIT,121K,Radical Moderns/Poetry International,5.0,
LIT,121L,"Green Ache: Ecopoetics, Race, and Material",5.0,
LIT,121M,"Blue and Brown: Race, Gender, and Blackness",5.0,
LIT,121N,RAGE: Race and Performance,5.0,
LIT,121O,Body Theories and Embodied Poetics in Contemporary American Poetry,5.0,
LIT,121Q,Queer Lyrics: A History of LGBTQ Poetry in the United States,5.0,
LIT,123C,History of the Essay: From Seneca to Solnit,5.0,
LIT,124A,Masters of Modernist Short Fiction,5.0,
LIT,124B,The Contemporary Latin American Short Story,5.0,
LIT,125A,Ancient Novel,5.0,
LIT,125B,Studies in the English Novel,5.0,
LIT,125C,Great French Novels,5.0,
LIT,125D,Modern and Contemporary German Literature,5.0,
LIT,125H,Modern Arabic Novel,5.0,
LIT,125I,What is the Novel?,5.0,
LIT,125J,French Science Fiction,5.0,
LIT,126A,International Cyberpunk,5.0,
LIT,126F,Speculative Fiction As Cultural Theory and Practice,5.0,
LIT,126G,"Science Fiction and the Sublime: Science, Technology, and Subjectivity",5.0,
LIT,126H,Artificial Intelligence and Human Imagination,5.0,
LIT,127D,Travel Writing,5.0,
LIT,130A,Ancient Literature in Cross-Cultural Perspective,5.0,
LIT,130B,Travel Writing and Intercultural Relations in the Middle Ages,5.0,
LIT,130D,The Global Middle Ages,5.0,
LIT,131A,Problems,5.0,
LIT,131B,Space/Time,5.0,
LIT,131C,Worldings,5.0,
LIT,131D,Literature in a Global Context,5.0,
LIT,132A,Germany in War and Peace,5.0,
LIT,133D,Topics in the Literatures and Cultures of Southern Asia,5.0,
LIT,133E,"Contemporary Chinese Society, Culture, and Politics",5.0,
LIT,133F,Pacific Rim Discourse,5.0,
LIT,133G,The Nuclear Pacific,5.0,
LIT,133H,Haunted by the Forgotten War: Literature and Film of the Korean War,5.0,
LIT,133I,Global Japan: Literatures of the Japanese Diaspora,5.0,
LIT,134A,Caribbean Literature,5.0,
LIT,135A,Topics in African Literature,5.0,
LIT,135E,The Historical Imaginary,5.0,
LIT,135F,Empire and After in the Anglophone Novel,5.0,
LIT,135G,Postcolonial Writing,5.0,
LIT,135H,African Futurisms,5.0,
LIT,136B,Beat Literature and the World,5.0,
LIT,137A,Global Cities,5.0,
LIT,137C,Imagining Paris,5.0,
LIT,138A,Culture and Nation,5.0,
LIT,138B,Regions in American Literature,5.0,
LIT,138C,Modern Turkish Literature,5.0,
LIT,139A,Topics in American Literature and Culture,5.0,
LIT,139B,Los Angeles Circa 1992,5.0,
LIT,141A,Early Mediterranean Cultures,5.0,
LIT,141B,"Classical Chinese Culture and Literature, 10th Century B.C.E. through Sixth Century C.E",5.0,
LIT,141C,"Classical Chinese Culture and Literature, Sixth Century through 16th Century",5.0,
LIT,141D,Classical Arabic Literature and Islamic Civilization,5.0,
LIT,141E,Arab-Islamic Literatures II: 1200-1900,5.0,
LIT,141G,Granada: The Moor's Last Sigh and the Muslim's Frontier: The City in the Mediterranean Imagination,6.0,
LIT,144A,Continental Renaissance,5.0,
LIT,145A,Colonial American Literatures,5.0,
LIT,146A,Studies in Romanticism,5.0,
LIT,146B,Victorian Literature,5.0,
LIT,146C,Victorian Prose,5.0,
LIT,146D,Nineteenth-Century American Fiction,5.0,
LIT,146F,The Dissenting Tradition in America,5.0,
LIT,146G,Queer(y)ing Victorian Literature,5.0,
LIT,147A,"Twain, Slavery, and the Literary Imagination",5.0,
LIT,149A,Behind the Berlin Wall,5.0,
LIT,149B,Contemporary American Literature,5.0,
LIT,149C,The 1960s,5.0,
LIT,149D,Topics in Modern Literature,5.0,
LIT,149E,Modern Fiction and Poetry,5.0,
LIT,149F,Contemporary Mexican Narrative,5.0,
LIT,149G,War in Contemporary American Culture,5.0,
LIT,149H,The Future,5.0,
LIT,149I,Contemporary Medievalisms,5.0,
LIT,149J,The Good Life,5.0,
LIT,150D,The Power of Writing: Books and Libraries 600-1500,5.0,
LIT,150E,"Letters, Literature: A Correspondence Course",5.0,
LIT,151B,The Phenomenon of Tragedy,5.0,
LIT,151G,English Drama: 1576-1642,5.0,
LIT,151K,"Gender, Race, and Disability in American Drama",5.0,
LIT,151L,Theater in India,5.0,
LIT,154B,Literature and the Arts,5.0,
LIT,154C,Hip Hop Hi Art,5.0,
LIT,154D,Literature and Sound (and Soundscapes),5.0,
LIT,155A,Cinema and Subjectivity,5.0,
LIT,155C,New German Cinema,5.0,
LIT,155D,Italian Cinema and Literature,5.0,
LIT,155E,Cinema and Social Change in Latin America,5.0,
LIT,155H,The Horror Film,5.0,
LIT,155J,The Films of John Carpenter,5.0,
LIT,155L,Vampire Film,5.0,
LIT,155N,Cinema in India,5.0,
LIT,155O,Women In/As Horror: Critical Approaches to the Horror Film,5.0,
LIT,156A,"The Gothic Imagination in Fiction, Film, and Theory",5.0,
LIT,156E,Mapping Fictions: Geocritical Approaches to Cultural Studies,5.0,
LIT,157A,Modern Ancient Drama,5.0,
LIT,157C,Representations of Hamlet,5.0,
LIT,157E,Greek Drama/Modern Film,5.0,
LIT,160C,Cruelty: Enjoying the Pain of Others,5.0,
LIT,160E,Theorizing Race and Comics,5.0,
LIT,160F,Topics in Cultural Studies,5.0,
LIT,160G,Topics in Literary Theory,5.0,
LIT,160I,"Race, Militarism, and Empire in Asia and the Pacific",5.0,
LIT,160J,"Exile, Diaspora, Migration",5.0,
LIT,160K,"Race, Labor, and Migration",5.0,
LIT,160L,Literature and Philosophy,5.0,
LIT,160M,The War on Terror,5.0,
LIT,160N,John Brown: Prophet or Fanatic?,5.0,
LIT,160Q,(Gender)Queer Theories,5.0,
LIT,160R,"Gangsters, Bandits and Rogues: The Image of the Outlaw from the Middle Ages to the Present",5.0,
LIT,160S,Cultures of Socialism,5.0,
LIT,161A,African American Literature,5.0,
LIT,161B,African American Women Writers,5.0,
LIT,162A,Asian American Literature,5.0,
LIT,162B,Literature of the Asian Diaspora,5.0,
LIT,162C,So Many Little Lives: Representations of Trauma in Asian American Literature,5.0,
LIT,163A,American Indian Literature,5.0,
LIT,164A,Jewish Travel Narratives,5.0,
LIT,164B,Hebrew Poetry,5.0,
LIT,164C,Global Jewish Writing,5.0,
LIT,164D,"Jewish Diaspora, Ethnicity, and Urban Life",5.0,
LIT,164G,Literature and the Holocaust,5.0,
LIT,164H,Jewish Writers and the European City,5.0,
LIT,164J,Jewish Writers and the American City,5.0,
LIT,164K,Jewish Comedy,5.0,
LIT,165A,Chicanx/Mexican American Literature,5.0,
LIT,165B,Latino Fictions of the Americas,5.0,
LIT,165C,Mesoamerican Indigenous/Indigenista Literature,5.0,
LIT,166A,Representations of Gender in Medieval Literature,5.0,
LIT,166B,Early Modern Representations of Gender,5.0,
LIT,166C,Early Modern Italian Women Writers,5.0,
LIT,166E,Women's Literature,5.0,
LIT,166J,Women Modernists,5.0,
LIT,167B,Monsters and Humans,5.0,
LIT,167C,Metamorphoses: Pre/Post Modern Transformations,5.0,
LIT,167E,The Vampire in Literature and Popular Culture,5.0,
LIT,167F,Animals and Literature,5.0,
LIT,167G,Reading the Weather: Literature and Global Climate Change,5.0,
LIT,167H,Disability in Transnational Asian American Studies,5.0,
LIT,167I,The Enviromental Humanities,5.0,
LIT,167J,Exhibiting Monsters,5.0,
LIT,168A,The Culture of Islamic Law,5.0,
LIT,168B,Islamic Law and Society,5.0,
LIT,169A,"White Flow(n): Race, Gender, and Material",5.0,
LIT,179A,Advanced Writing: Fiction,5.0,Enrollment is restricted to creative writing literature majors.
LIT,179B,Advanced Writing: Poetry,5.0,Enrollment is restricted to creative writing literature majors.
LIT,179C,Methods and Materials,5.0,
LIT,181A,"Biblical Hebrew, Part 1",5.0,
LIT,181B,"Biblical Hebrew, Part 2",5.0,Prerequisite(s): LIT 181A or the equivalent.
LIT,181C,Coptic,5.0,
LIT,181D,"Reading Egyptian Hieroglyphs, Part 1",5.0,
LIT,181E,"Reading Egyptian Hieroglyphs, Part 2",5.0,"""LIT 181D"""
LIT,181F,"Reading Egyptian Hieroglyphs, Part 3",5.0,"""LIT 181E"""
LIT,181G,"Sanskrit, Part 1",5.0,
LIT,181H,"Sanskrit, Part 2",5.0,"""LIT 181G"""
LIT,182A,Le Moyen Age,5.0,
LIT,182E,Etudes de Poésie,5.0,
LIT,182F,Le théâtre,5.0,
LIT,182H,Auteur et culture,5.0,
LIT,182I,Littérature d'expression française hors de France,5.0,
LIT,182J,Theorie,5.0,
LIT,182K,Textes et contextes,5.0,
LIT,182L,Science-Fiction Française,5.0,
LIT,183A,Einführung in der deutschen Literatur,5.0,
LIT,183B,Themen in deutscher Literatur und Kultur,5.0,
LIT,183D,Die deutsche Romantik,5.0,
LIT,183F,Die deutsche Novelle,5.0,
LIT,183G,Deutsche Komödie,5.0,
LIT,183H,Das deutsche Drama,5.0,
LIT,183I,"Deutscher Film: Geschichte, Kultur, Gesellschaft",5.0,
LIT,183K,Moderne deutsche Literatur und Film,5.0,
LIT,183M,Moderne deutsche Fiktion,5.0,
LIT,183N,Modern Deutsche Lyrik,5.0,
LIT,183P,Fremdenangst: Ausländerfeindlichkeit in der deutschen Literatur und Kultur,5.0,
LIT,184A,Introduction to Greek Literature,5.0,
LIT,184B,Greek Drama,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,184C,Greek Poetry,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,184D,Prose Authors,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,184E,Special Topics in Greek Literature,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,185B,Letteratura e cultura italiana,5.0,
LIT,185H,L'Opera italiana,5.0,
LIT,185I,Teatro italiano,5.0,
LIT,185J,Poesia moderna,5.0,
LIT,185L,La novella italiana,5.0,
LIT,185M,Fascismo e resistenza,5.0,
LIT,185N,Le donne nell'Italia moderna,5.0,
LIT,185O,''I need a hero:'' Ariosto's (Un)Epic Renaissance,5.0,
LIT,185P,Boccaccio: Decameron,5.0,
LIT,185Q,Dante: Divina Commedia,5.0,
LIT,185S,Petrarca,5.0,
LIT,185Z,Italian Studies Writing in the Discipline,1.0,
LIT,186A,Introduction to Latin Literature,5.0,
LIT,186B,Roman Poetry,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,186C,Prose Authors,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,186D,Special Topics in Latin Literature,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
LIT,188A,Literatura medieval,5.0,
LIT,188B,Literatura peninsular: de los orígenes al siglo XVIII,5.0,
LIT,188E,Teatro del Siglo de Oro español,5.0,
LIT,188F,Cuentos del Siglo de Oro español,5.0,
LIT,188G,Literaturay vida en Don Quijote y otros textos cervantinos,5.0,
LIT,188H,Erotismo y Mistica,5.0,
LIT,188I,La novela picaresca,5.0,
LIT,188L,Literatura de la guerra civil española,5.0,
LIT,188M,Literatura peninsular: siglos XIX y XX,5.0,
LIT,188R,Humanidades Ambientales,5.0,
LIT,188Z,Literatura de España,5.0,
LIT,189A,De la conquista a Sor Juana,5.0,
LIT,189B,"El Siglo XIX en America Latina: cultura, política y sociedad",5.0,
LIT,189C,Introducción a Spanish Studies,5.0,Prerequisite(s): SPAN 6 or SPHS 6 or permission of instructor.
LIT,189D,Sor Juana Ines de la Cruz,5.0,
LIT,189E,Cuba,5.0,
LIT,189F,"Literaturas Latinas en los Estados Unidos: en inglés, español y Spanglish",5.0,
LIT,189G,Cine y Literatura,5.0,
LIT,189H,La Globalizacion en/del Cine Latin/o Americano,5.0,
LIT,189I,Literatura e indigeneidad,5.0,
LIT,189K,El ensayo latinoamericano,5.0,
LIT,189L,Poesía latinoamericana,5.0,
LIT,189M,Prosa contemporánea hispanoamericana,5.0,
LIT,189N,Latinoamericano testimonio,5.0,
LIT,189O,El Cuento Hispanoamericano: Variedades esteticas de la literatura breve en America Latina,5.0,
LIT,189P,Las mujeres en la literatura latinoamericana,5.0,
LIT,189Q,Ficción y marginalidad,5.0,
LIT,189R,La Novela de la Dictadura,5.0,
LIT,189S,La cultura popular en la narrativa latinoamericana,5.0,
LIT,189T,Historia de la lectura y los lectores: Recepcion y consumo cultural en el mundo Latino Americano,5.0,
LIT,189U,Modernidad y literatura: El Boom de la novela latinoamericana,5.0,
